temperature_C,concentration_M,residence_time_min,pH,equiv_oxidant,stirring_rpm,catalyst,solvent,yield_pct,impurity_pct
52.28,1.142,31.63,5.6,0.11,779,None,THF,92.63,16.25
82.71,0.91,18.26,9.36,1.08,1009,A,MeCN,100.0,20.5
45.4,1.611,48.15,6.13,1.6,944,C,DMF,91.63,23.25
44.22,1.029,30.4,5.03,1.37,1056,B,IPA,100.0,14.43
40.04,1.051,55.62,9.91,0.19,1155,None,IPA,97.17,24.37
74.91,1.979,37.74,2.05,1.67,393,B,IPA,100.0,23.84
101.97,0.385,31.34,9.42,0.77,365,B,IPA,100.0,27.86
42.79,1.678,42.95,5.76,0.04,786,None,THF,81.7,15.43
92.18,0.198,30.73,5.78,0.39,649,C,IPA,100.0,15.84
105.85,1.008,54.37,9.34,1.24,771,None,MeCN,100.0,36.92
53.44,1.784,11.88,5.81,0.78,998,A,THF,100.0,15.09
51.75,1.364,58.43,5.23,1.74,1132,A,IPA,98.37,27.72
108.86,1.402,48.92,3.82,0.6,617,B,MeCN,100.0,24.97
105.85,0.6,51.78,7.1,1.93,918,C,DMF,100.0,31.71
83.12,0.895,29.49,6.34,0.72,397,None,IPA,100.0,13.6
105.54,0.797,50.39,3.32,1.55,735,A,THF,100.0,37.36
47.42,1.091,19.1,7.53,2.0,222,A,MeCN,100.0,17.81
71.56,0.978,45.95,6.97,0.96,704,C,IPA,100.0,20.07
99.02,0.721,9.29,4.88,0.12,745,C,IPA,100.0,19.43
60.6,0.68,19.12,1.54,1.34,935,A,MeCN,100.0,18.03
100.19,0.577,27.3,5.3,2.49,849,B,DMF,100.0,23.96
80.33,0.794,20.02,1.55,2.42,558,C,IPA,100.0,19.29
100.02,0.385,23.83,2.14,0.55,206,C,THF,100.0,22.7
77.17,1.757,49.39,5.16,1.89,315,B,THF,100.0,22.88
69.43,1.244,16.14,2.2,0.86,1173,B,IPA,100.0,20.63
57.54,0.354,44.97,3.84,0.4,1122,C,THF,99.51,22.37
56.67,1.418,5.35,7.07,1.66,525,None,THF,92.41,19.7
100.12,1.711,46.18,4.12,1.25,459,A,MeCN,100.0,29.01
49.51,0.551,47.73,9.98,1.35,636,B,THF,99.4,27.71
46.88,0.386,24.7,9.29,2.07,890,None,MeCN,91.7,25.52
54.1,0.116,43.63,6.48,0.84,557,B,IPA,96.02,20.37
54.03,0.19,54.99,9.72,1.67,267,C,IPA,96.65,33.58
105.85,1.548,48.24,8.88,0.92,603,None,IPA,95.38,37.02
71.88,1.976,24.04,4.21,0.11,461,C,MeCN,100.0,14.36
119.23,0.185,29.57,7.87,0.95,525,A,THF,100.0,26.73
50.98,1.521,46.98,2.66,2.38,363,C,IPA,92.69,29.2
92.28,0.237,18.26,7.32,1.21,859,B,MeCN,100.0,18.52
75.9,1.225,48.43,5.67,0.27,727,None,MeCN,100.0,17.99
71.43,1.537,20.36,1.64,1.72,471,B,THF,100.0,17.08
110.01,0.782,48.55,3.83,2.41,754,None,THF,100.0,34.24
118.05,0.121,6.12,9.62,2.27,693,None,THF,80.58,34.29
109.83,1.231,3.62,4.18,1.43,996,C,THF,100.0,25.41
55.38,1.983,59.86,3.04,0.94,1156,C,DMF,84.45,27.76
57.66,0.589,52.3,3.09,1.45,331,None,DMF,84.72,28.51
92.49,0.46,53.09,5.57,2.04,1084,A,DMF,100.0,28.34
63.13,0.335,57.13,8.66,2.15,905,None,DMF,81.17,31.82
98.78,1.155,26.86,7.94,2.05,893,A,DMF,100.0,28.31
